"","stn","wban","year","moda","temp","Tobs","dewp","Dobs","slp","Sobs","stp","Pobs","visib","Vobs","wdsp","Wobs","mxspd","gust","max","xf","min","nf","prcp","pf","sndp","frshtt"
"18",26220,99999,2005,"0513",50.9,8,36.4,8,NA,0,NA,0,22.8,8,2.9,8,5.8,NA,63.7,"",33.8,"",0,"G",NA,"000000"
"19",26220,99999,2005,"0514",47.7,8,39.1,8,NA,0,NA,0,23.8,8,3.9,8,7.8,NA,57.7,"",33.6,"",0,"G",NA,"010000"
"20",26220,99999,2005,"0515",50,8,33.1,8,NA,0,NA,0,22.4,8,3.2,8,7.8,NA,66,"",28,"",0.04,"G",NA,"000000"
"21",26220,99999,2005,"0516",46.4,8,38.8,8,NA,0,NA,0,19.3,8,7,8,13.6,NA,57.9,"",38.3,"",0,"G",NA,"010000"
"22",26220,99999,2005,"0517",45.5,8,33.4,8,NA,0,NA,0,27.6,8,3.6,8,5.8,NA,55.6,"",32.4,"",0,"F",NA,"010000"
"23",26220,99999,2005,"0518",42.3,8,34.8,8,NA,0,NA,0,23.9,8,5.6,8,11.7,NA,51.8,"",32.2,"",0.01,"G",NA,"010000"
"24",26220,99999,2005,"0519",45.7,8,33.1,8,NA,0,NA,0,19.8,8,5.8,8,9.7,NA,55.8,"",34.7,"*",0.07,"G",NA,"010000"
"25",26220,99999,2005,"0520",50.5,8,36.4,8,NA,0,NA,0,21.3,8,7.5,8,11.7,NA,60.8,"",33.8,"",0,"G",NA,"000000"
"26",26220,99999,2005,"0521",53,8,44.6,8,NA,0,NA,0,17.1,8,6.8,8,11.7,NA,60.8,"",48.9,"",0,"G",NA,"010000"
"27",26220,99999,2005,"0522",55.3,8,51.6,8,NA,0,NA,0,7.6,8,3.2,8,5.8,NA,66,"",40.8,"",0.2,"G",NA,"010000"
"28",26220,99999,2005,"0523",55.9,8,54.7,8,NA,0,NA,0,3.1,8,2.7,8,3.9,NA,60.4,"",47.3,"",0.35,"G",NA,"010000"
"29",26220,99999,2005,"0524",53.8,8,42.8,8,NA,0,NA,0,16.4,8,5.6,8,9.7,NA,61.5,"",44.2,"*",0.22,"G",NA,"000000"
"30",26220,99999,2005,"0525",55,8,48.4,8,NA,0,NA,0,15.3,8,4.6,8,7.8,NA,62.4,"",43,"",0,"G",NA,"010000"
"31",26220,99999,2005,"0526",62.7,8,52.2,8,NA,0,NA,0,15.7,8,7,8,11.7,NA,75.2,"",45.7,"",0,"G",NA,"000000"
"32",26220,99999,2005,"0527",61.3,8,49.1,8,NA,0,NA,0,19,8,5.8,8,9.7,NA,70.7,"",49.8,"*",0,"G",NA,"000000"
"33",26220,99999,2005,"0528",62.9,8,50.7,8,NA,0,NA,0,18,8,4.9,8,11.7,NA,78.1,"",40.8,"",0,"G",NA,"000000"
"34",26220,99999,2005,"0529",59.6,8,49.5,8,NA,0,NA,0,15.4,8,7,8,11.7,NA,71.8,"",52.5,"*",0,"G",NA,"000000"
"35",26220,99999,2005,"0530",52.6,8,43.6,8,NA,0,NA,0,19.6,8,4.4,8,7.8,NA,59.9,"",46.2,"*",0,"G",NA,"000000"
"36",26220,99999,2005,"0531",49.3,8,45.2,8,NA,0,NA,0,21.2,8,2.9,8,5.8,NA,55.4,"",45.7,"",0.01,"G",NA,"010000"
"37",26220,99999,2005,"0601",45.7,4,41.7,4,NA,0,NA,0,24.9,4,2.9,4,3.9,NA,49.8,"",43.3,"",0.06,"G",NA,"000000"
"38",26220,99999,2005,"0602",46.6,7,42.7,7,NA,0,NA,0,14.1,7,3.9,7,7.8,NA,56.1,"",30.4,"",0.07,"G",NA,"010000"
"39",26220,99999,2005,"0603",55.4,8,53.7,8,NA,0,NA,0,4.2,8,2.7,8,3.9,NA,61.9,"",45.9,"",0.12,"G",NA,"010000"
"40",26220,99999,2005,"0604",56.1,8,53.6,8,NA,0,NA,0,7.7,6,5.8,8,9.7,NA,61.9,"",51.4,"*",0.69,"G",NA,"010000"
"41",26220,99999,2005,"0605",52,8,48.9,8,NA,0,NA,0,13.5,8,4.9,8,7.8,NA,54.9,"",50.5,"",0.14,"G",NA,"010000"
"42",26220,99999,2005,"0606",49.1,8,45.8,8,NA,0,NA,0,11.8,8,4.1,8,7.8,NA,53.1,"",45.7,"*",0,"G",NA,"010000"
"43",26220,99999,2005,"0607",48,8,38.5,8,NA,0,NA,0,27.2,8,5.6,8,11.7,NA,59,"",36.7,"*",0.03,"G",NA,"010000"
"44",26220,99999,2005,"0608",51.6,8,35.2,8,NA,0,NA,0,26.8,8,3.6,8,7.8,NA,66.4,"",29.5,"",0,"G",NA,"000000"
"45",26220,99999,2005,"0609",55.4,8,44.6,8,NA,0,NA,0,18,8,3.2,8,5.8,NA,68,"",34.9,"",0,"G",NA,"000000"
"46",26220,99999,2005,"0610",55.2,8,45.8,8,NA,0,NA,0,18.2,8,6.1,8,7.8,NA,63.3,"",48.7,"",0,"G",NA,"000000"
"47",26220,99999,2005,"0611",50.7,8,45.4,8,NA,0,NA,0,20.4,8,2.4,8,5.8,NA,63.5,"",38.1,"",0,"G",NA,"010000"
"48",26220,99999,2005,"0613",49.3,8,45.5,8,NA,0,NA,0,10.7,8,5.6,8,9.7,NA,58.1,"",43,"",0.65,"G",NA,"010000"
"49",26220,99999,2005,"0614",54.3,8,45.6,8,NA,0,NA,0,18.8,8,4.9,8,7.8,NA,65.8,"",40.1,"",0.16,"G",NA,"000000"
"50",26220,99999,2005,"0615",61.4,6,49.5,6,NA,0,NA,0,20.4,6,4.9,6,7.8,NA,72.7,"",44.2,"*",0,"G",NA,"000000"
"51",26220,99999,2005,"0616",65.2,5,48.9,5,NA,0,NA,0,15.6,5,3.9,5,5.8,NA,75.2,"*",41.4,"",0,"G",NA,"000000"
"52",26220,99999,2005,"0617",57.9,5,55.2,5,NA,0,NA,0,11.3,5,4.7,5,7.8,NA,62.1,"",55,"*",0.12,"E",NA,"010000"
"53",26220,99999,2005,"0618",58.4,7,50.7,7,NA,0,NA,0,24.2,7,5.8,7,7.8,NA,68.9,"*",51.3,"",0,"E",NA,"000000"
"54",26220,99999,2005,"0619",59.1,6,47.8,6,NA,0,NA,0,22.5,6,1.6,6,3.9,NA,74.5,"*",40.8,"",0,"G",NA,"000000"
"55",26220,99999,2005,"0620",61.4,5,51.2,5,NA,0,NA,0,16,5,3.5,5,7.8,NA,78.3,"",45.3,"",0,"G",NA,"000000"
"56",26220,99999,2005,"0621",65.2,5,55.7,5,NA,0,NA,0,15.8,5,5.4,5,9.7,NA,78.3,"",50.5,"*",0.02,"E",NA,"010000"
"57",26220,99999,2005,"0622",60.3,5,52.4,5,NA,0,NA,0,18.6,4,5.8,5,7.8,NA,66.6,"",55.6,"",0,"F",NA,"000000"
"58",26220,99999,2005,"0623",61.3,6,55.5,6,NA,0,NA,0,14.6,6,3.6,6,7.8,NA,72.5,"",46.9,"",0,"G",NA,"000000"
"59",26220,99999,2005,"0625",58.6,5,52.1,5,NA,0,NA,0,19.3,5,2.7,5,5.8,NA,70.9,"",51.4,"*",0.08,"E",NA,"010000"
"60",26220,99999,2005,"0626",57.8,8,45.9,8,NA,0,NA,0,17.2,7,4.1,8,7.8,NA,72.7,"",36.1,"",0,"D",NA,"001000"
"61",26220,99999,2005,"0627",55.4,8,50.7,8,NA,0,NA,0,12.8,8,6.1,8,9.7,NA,63,"",45.7,"",0,"G",NA,"010000"
"62",26220,99999,2005,"0628",60.2,8,47.7,8,NA,0,NA,0,18.8,8,4.9,8,7.8,NA,72.5,"",50.2,"",0.02,"G",NA,"000000"
"63",26220,99999,2005,"0629",57.8,8,45.7,8,NA,0,NA,0,23.4,8,4.4,8,7.8,NA,67.6,"",46,"",0,"G",NA,"000000"
"64",26220,99999,2005,"0630",55.4,8,48.2,8,NA,0,NA,0,21.9,8,2.2,8,5.8,NA,70.7,"",36.3,"",0,"G",NA,"010000"
"65",26220,99999,2005,"0701",60.5,8,51.2,8,NA,0,NA,0,20,8,1.9,8,3.9,NA,72,"",43,"",0.11,"G",NA,"000000"
"66",26220,99999,2005,"0702",64.8,8,53.1,8,NA,0,NA,0,19.5,8,3.2,8,5.8,NA,76.1,"",53.1,"*",0,"G",NA,"000000"
"67",26220,99999,2005,"0703",63.1,8,51.6,8,NA,0,NA,0,14.7,8,1.9,8,5.8,NA,77.7,"",41.9,"",0,"G",NA,"000000"
"68",26220,99999,2005,"0704",67.3,7,50.6,7,NA,0,NA,0,20.4,7,7.2,7,9.7,NA,77,"",49.1,"",0,"G",NA,"000000"
"69",26220,99999,2005,"0705",68.6,8,51.6,8,NA,0,NA,0,22.9,8,7,8,11.7,NA,80.4,"",51.1,"",0,"G",NA,"000000"
"70",26220,99999,2005,"0706",69.1,8,52.2,8,NA,0,NA,0,19.6,8,6.3,8,11.7,NA,82,"",53.6,"",0,"G",NA,"000000"
"71",26220,99999,2005,"0707",62.9,8,56.8,8,NA,0,NA,0,18.3,8,2.9,8,5.8,NA,78.4,"",48.4,"",0,"G",NA,"010000"
"72",26220,99999,2005,"0708",68.5,7,57.5,7,NA,0,NA,0,16.7,7,3.3,7,7.8,NA,82.4,"",48.2,"",0.39,"G",NA,"000000"
"73",26220,99999,2005,"0709",68.9,8,56.2,8,NA,0,NA,0,14,8,3.2,8,7.8,NA,85.5,"",46.8,"",0,"G",NA,"010000"
"74",26220,99999,2005,"0710",67.6,5,57.2,5,NA,0,NA,0,20.5,5,2.3,5,3.9,NA,83.1,"",50.2,"",0.09,"G",NA,"000000"
"75",26220,99999,2005,"0711",70.1,6,54,6,NA,0,NA,0,18.1,6,1.6,6,3.9,NA,84.2,"",48.4,"",0,"G",NA,"000000"
"76",26220,99999,2005,"0712",69,8,52.5,8,NA,0,NA,0,17,8,2.9,8,7.8,NA,85.3,"",48.4,"",0,"G",NA,"000000"
"77",26220,99999,2005,"0713",64,8,55.4,8,NA,0,NA,0,15.3,8,5.3,8,9.7,NA,77.4,"",47.1,"",0,"G",NA,"000000"
"78",26220,99999,2005,"0714",62,8,51.8,8,NA,0,NA,0,18,8,4.6,8,7.8,NA,71.8,"",51.4,"*",0,"G",NA,"000000"
"79",26220,99999,2005,"0715",62.3,8,56.7,8,NA,0,NA,0,10.3,8,4.6,8,11.7,NA,76.8,"",45,"",0,"G",NA,"010000"
"80",26220,99999,2005,"0716",59.3,8,55.2,8,NA,0,NA,0,13,8,5.1,8,9.7,NA,68.7,"",49.8,"",0.31,"G",NA,"110000"
"81",26220,99999,2005,"0717",59.5,8,58,8,NA,0,NA,0,7.9,8,4.1,8,7.8,NA,67.8,"",56.1,"",0.39,"G",NA,"010000"
"82",26220,99999,2005,"0718",63,8,58.1,8,NA,0,NA,0,11.7,8,2.9,8,7.8,NA,77,"",54,"",2.07,"G",NA,"010000"
"83",26220,99999,2005,"0719",54.8,6,52.9,6,NA,0,NA,0,7.2,6,1.6,6,5.8,NA,67.1,"*",31.8,"*",0.04,"G",NA,"010000"
"84",26220,99999,2005,"0720",54.3,8,52.8,8,NA,0,NA,0,10,8,4.4,8,5.8,NA,61.3,"",31.8,"",0,"G",NA,"010000"
"85",26220,99999,2005,"0721",56.1,8,52.2,8,NA,0,NA,0,15.6,8,3.4,8,5.8,NA,64.8,"",49.1,"",0.44,"G",NA,"010000"
"86",26220,99999,2005,"0722",58.3,8,54.8,8,NA,0,NA,0,20.1,8,3.4,8,5.8,NA,69.8,"",52,"",0.04,"G",NA,"010000"
"87",26220,99999,2005,"0723",61,8,57.7,8,NA,0,NA,0,16.2,8,5.3,8,9.7,NA,68.4,"",55.6,"",0.18,"G",NA,"010000"
"88",26220,99999,2005,"0724",58.7,8,56.1,8,NA,0,NA,0,10,8,4.4,8,5.8,NA,62.6,"",56.5,"*",0.11,"G",NA,"010000"
"89",26220,99999,2005,"0725",57.8,8,55.5,8,NA,0,NA,0,9.4,8,3.9,8,5.8,NA,63.9,"",51.3,"",0.02,"G",NA,"010000"
"90",26220,99999,2005,"0726",56.2,8,51.8,8,NA,0,NA,0,14.1,8,2.9,8,5.8,NA,65.3,"",43.9,"",0.31,"G",NA,"010000"
"91",26220,99999,2005,"0727",57.4,6,53.2,6,NA,0,NA,0,18.7,6,2.6,6,5.8,NA,62.6,"",52.9,"",0.01,"G",NA,"000000"
"92",26220,99999,2005,"0728",56.3,7,51.6,7,NA,0,NA,0,15.8,7,1.7,7,3.9,NA,67.3,"",40.6,"",0,"G",NA,"010000"
"93",26220,99999,2005,"0729",64.6,6,62.1,6,NA,0,NA,0,10.1,6,2.9,6,3.9,NA,75.2,"",56.8,"*",0.03,"E",NA,"010000"
"94",26220,99999,2005,"0730",63.1,8,62.5,8,NA,0,NA,0,6.1,8,4.6,8,7.8,NA,66.6,"",61.5,"",0.07,"G",NA,"010000"
"95",26220,99999,2005,"0731",63.5,8,56.3,8,NA,0,NA,0,15.1,8,5.1,8,7.8,NA,73.2,"",56.5,"",0.22,"G",NA,"000000"
"96",26220,99999,2005,"0801",61.4,8,57.5,8,NA,0,NA,0,18.6,8,3.9,8,7.8,NA,66.2,"*",56.7,"",0.18,"G",NA,"010000"
"97",26220,99999,2005,"0802",57.2,8,54,8,NA,0,NA,0,12.2,8,1.7,8,3.9,NA,66,"",48.6,"",0,"G",NA,"000000"
"98",26220,99999,2005,"0803",57.9,8,54.1,8,NA,0,NA,0,14.1,8,1.5,8,1.9,NA,62.6,"",55,"",0,"G",NA,"000000"
"99",26220,99999,2005,"0804",58.7,8,53.4,8,NA,0,NA,0,14.5,8,3.9,8,7.8,NA,67.1,"",51.1,"*",0.06,"G",NA,"010000"
"100",26220,99999,2005,"0808",60,5,49.9,5,NA,0,NA,0,20.9,5,1.9,5,3.9,NA,67.8,"",45.7,"*",0,"I",NA,"000000"
"101",26220,99999,2005,"0809",53,8,50.6,8,NA,0,NA,0,11.8,8,2.9,8,5.8,NA,64.6,"",38.7,"",0,"G",NA,"010000"
"102",26220,99999,2005,"0810",62.1,8,61.7,8,NA,0,NA,0,8.3,8,4.9,8,5.8,NA,67.3,"",54.9,"",0.29,"G",NA,"010000"
"103",26220,99999,2005,"0811",63.1,8,61.8,8,NA,0,NA,0,9.4,8,4.1,8,7.8,NA,71.1,"",59.9,"*",0.25,"G",NA,"010000"
"104",26220,99999,2005,"0812",57.1,8,56.8,8,NA,0,NA,0,7.8,8,3.4,8,3.9,NA,62.8,"",55.2,"*",0,"G",NA,"010000"
"105",26220,99999,2005,"0813",56.5,8,56.3,8,NA,0,NA,0,7.5,8,2.9,8,5.8,NA,61.9,"",54.1,"",0.22,"G",NA,"010000"
"106",26220,99999,2005,"0814",58.2,8,54.2,8,NA,0,NA,0,17.5,8,2.9,8,5.8,NA,67.3,"",48.7,"*",0.04,"G",NA,"000000"
"107",26220,99999,2005,"0815",55.6,8,51.4,8,NA,0,NA,0,11,8,1.7,8,3.9,NA,69.3,"",42.8,"",0,"G",NA,"010000"
"108",26220,99999,2005,"0816",56.2,8,53.4,8,NA,0,NA,0,9.6,8,3.6,8,7.8,NA,64.9,"",45,"*",0,"G",NA,"010000"
"109",26220,99999,2005,"0817",56.1,8,50.6,8,NA,0,NA,0,11.7,8,2.9,8,5.8,NA,70.7,"",37.9,"",0,"G",NA,"011000"
"110",26220,99999,2005,"0818",59.6,8,54.3,8,NA,0,NA,0,11.8,8,1.5,8,3.9,NA,75.2,"",43.3,"",0,"G",NA,"010000"
"111",26220,99999,2005,"0819",59.6,8,53.1,8,NA,0,NA,0,15.5,8,3.9,8,7.8,NA,73.8,"",41.7,"",0,"G",NA,"010000"
"112",26220,99999,2005,"0820",64.4,8,56.7,8,NA,0,NA,0,17.2,8,2.9,8,5.8,NA,78.8,"",52.5,"",0,"G",NA,"000000"
"113",26220,99999,2005,"0821",65.7,8,57.2,8,NA,0,NA,0,14.3,8,1.7,8,3.9,NA,80.2,"",46,"",0,"G",NA,"000000"
"114",26220,99999,2005,"0822",65.2,8,59.3,8,NA,0,NA,0,18,8,4.1,8,5.8,NA,74.7,"",57.4,"",0,"G",NA,"000000"
"115",26220,99999,2005,"0823",60.9,8,56.1,8,NA,0,NA,0,15.8,8,3.2,8,5.8,NA,73.4,"",45.3,"",0,"G",NA,"000000"
"116",26220,99999,2005,"0824",61,7,56.9,7,NA,0,NA,0,7.8,7,1.4,7,3.9,NA,70.3,"*",52.2,"",0,"G",NA,"010000"
"117",26220,99999,2005,"0825",56.8,8,55.7,8,NA,0,NA,0,4.1,8,5.6,8,7.8,NA,62.4,"",51.3,"",0,"G",NA,"010000"
"118",26220,99999,2005,"0826",55.5,8,51.1,8,NA,0,NA,0,17.3,8,4.9,8,9.7,NA,64,"",49.3,"*",1.09,"G",NA,"010000"
"119",26220,99999,2005,"0827",54.4,8,50.2,8,NA,0,NA,0,14.4,8,5.3,8,9.7,NA,62.4,"",45.3,"",0.14,"G",NA,"010000"
"120",26220,99999,2005,"0828",57.2,8,54.6,8,NA,0,NA,0,10,8,5.1,8,7.8,NA,63.3,"",52.3,"",0.6,"G",NA,"010000"
"121",26220,99999,2005,"0829",62.9,8,57.5,8,NA,0,NA,0,17.6,8,7,8,9.7,NA,71.4,"",56.5,"",0.04,"G",NA,"010000"
"122",26220,99999,2005,"0830",56.3,7,48.5,7,NA,0,NA,0,11.3,7,5.3,7,7.8,NA,65.1,"",43.2,"*",0,"G",NA,"000000"
"123",26220,99999,2005,"0831",54,7,46.7,7,NA,0,NA,0,11.5,7,1.1,7,3.9,NA,70,"",36.1,"",0,"G",NA,"000000"
"124",26220,99999,2005,"0901",58.4,8,51.4,8,NA,0,NA,0,15.5,8,6.3,8,11.7,NA,70.7,"",47.1,"",0,"G",NA,"000000"
"125",26220,99999,2005,"0902",61.7,8,54.9,8,NA,0,NA,0,17,8,4.4,8,7.8,NA,73.9,"",51.4,"",0,"G",NA,"000000"
"126",26220,99999,2005,"0903",58.4,8,53.2,8,NA,0,NA,0,14.3,8,2.7,8,5.8,NA,69.1,"",43.9,"",0,"G",NA,"010000"
"127",26220,99999,2005,"0904",55.5,8,50.6,8,NA,0,NA,0,11.4,8,2.4,8,5.8,NA,70.7,"",42.8,"",0,"G",NA,"010000"
"128",26220,99999,2005,"0905",55.3,8,50.1,8,NA,0,NA,0,13.6,8,1.9,8,5.8,NA,69.6,"",41.2,"",0,"G",NA,"010000"
"129",26220,99999,2005,"0906",58.1,8,50,8,NA,0,NA,0,9.9,8,3.4,8,7.8,NA,75.7,"",37.2,"",0,"G",NA,"000000"
"130",26220,99999,2005,"0907",61.1,8,57.6,8,NA,0,NA,0,4.9,8,4.4,8,7.8,NA,75.9,"",46,"",0,"G",NA,"010000"
"131",26220,99999,2005,"0908",64.4,8,59.2,8,NA,0,NA,0,11.2,8,5.6,8,7.8,NA,73.4,"",58.3,"",0.02,"G",NA,"000000"
"132",26220,99999,2005,"0909",60.1,8,52.2,8,NA,0,NA,0,18.5,8,3.2,8,5.8,NA,69.3,"",49.8,"",0,"G",NA,"000000"
"133",26220,99999,2005,"0910",56.2,8,48.7,8,NA,0,NA,0,27.6,8,4.6,8,5.8,NA,64,"",51.3,"*",0,"G",NA,"000000"
"134",26220,99999,2005,"0911",53.9,8,47.6,8,NA,0,NA,0,23.7,8,4.4,8,7.8,NA,65.7,"",45.1,"*",0,"G",NA,"000000"
"135",26220,99999,2005,"0912",52.5,8,46.8,8,NA,0,NA,0,23.1,8,3.2,8,7.8,NA,64.9,"",38.8,"",0,"G",NA,"000000"
"136",26220,99999,2005,"0913",51.1,8,46.2,8,NA,0,NA,0,16.1,8,2.7,8,5.8,NA,65.8,"",34,"",0,"G",NA,"010000"
"137",26220,99999,2005,"0914",56.9,8,53.1,8,NA,0,NA,0,11.9,8,9.7,8,11.7,NA,61.7,"",49.5,"",0,"G",NA,"010000"
"138",26220,99999,2005,"0915",52.7,8,45.8,8,NA,0,NA,0,18.1,8,6.8,8,11.7,NA,60.1,"",35.1,"*",0.09,"G",NA,"010000"
"139",26220,99999,2005,"0916",41.7,8,33.5,8,NA,0,NA,0,25.6,8,1,8,3.9,NA,58.1,"",26.8,"",0,"G",NA,"000000"
"140",26220,99999,2005,"0917",40.7,8,31.9,8,NA,0,NA,0,24.1,8,1.5,8,3.9,NA,58.6,"",25.2,"",0,"G",NA,"001000"
"141",26220,99999,2005,"0918",47.6,8,46.1,8,NA,0,NA,0,13.9,8,5.6,8,9.7,NA,55.4,"",30,"",0,"G",NA,"010000"
"142",26220,99999,2005,"0919",55.8,8,52.9,8,NA,0,NA,0,16.1,8,4.6,8,5.8,NA,58.8,"",54.5,"",0.06,"G",NA,"000000"
"143",26220,99999,2005,"0920",55.7,8,53,8,NA,0,NA,0,7.6,8,3.4,8,3.9,NA,60.3,"",51.4,"*",0,"G",NA,"000000"
"144",26220,99999,2005,"0921",49.1,8,45.5,8,NA,0,NA,0,9.6,8,1.7,8,5.8,NA,62.8,"",36.9,"*",0,"G",NA,"010000"
"145",26220,99999,2005,"0922",48.1,8,45.7,8,NA,0,NA,0,6.8,8,1.5,8,5.8,NA,61.9,"",32.7,"",0,"G",NA,"011000"
"146",26220,99999,2005,"0923",55.7,8,52.7,8,NA,0,NA,0,6.6,8,4.9,8,7.8,NA,66.6,"",43.2,"",0,"G",NA,"010000"
"147",26220,99999,2005,"0924",56.8,8,53.4,8,NA,0,NA,0,6.4,8,2.7,8,5.8,NA,69.6,"",42.4,"",0,"G",NA,"000000"
"148",26220,99999,2005,"0925",55.9,8,51.6,8,NA,0,NA,0,4.7,8,3.6,8,7.8,NA,69.3,"",43.2,"",0,"G",NA,"000000"
"149",26220,99999,2005,"0926",55.8,8,54.4,8,NA,0,NA,0,2.5,8,2.7,8,3.9,NA,67.5,"",49.6,"",0,"G",NA,"010000"
"150",26220,99999,2005,"0927",56.8,7,54,7,NA,0,NA,0,7,7,6.9,7,9.7,NA,62.6,"",47.8,"",0.01,"G",NA,"000000"
"151",26220,99999,2005,"0928",51.9,5,51.6,5,NA,0,NA,0,5.2,5,3.1,5,5.8,NA,58.5,"",44.6,"",0.19,"G",NA,"010000"
"152",26220,99999,2005,"0929",46.1,7,44,7,NA,0,NA,0,8.2,7,3.3,7,7.8,NA,57.4,"",32.2,"",0.04,"G",NA,"011000"
"153",26220,99999,2005,"0930",46.3,8,43.5,8,NA,0,NA,0,11.2,8,0.7,8,1.9,NA,60.6,"",35.2,"*",0,"G",NA,"000000"
"154",26220,99999,2005,"1001",49.3,8,46.3,8,NA,0,NA,0,11.8,8,6.8,8,11.7,NA,57.6,"",33.8,"",0,"G",NA,"010000"
"155",26220,99999,2005,"1002",49.8,8,48.3,8,NA,0,NA,0,7.1,8,2.2,8,5.8,NA,59.9,"",37.4,"*",0.28,"G",NA,"011000"
"156",26220,99999,2005,"1003",49.1,8,47.9,8,NA,0,NA,0,8.8,8,1.9,8,3.9,NA,56.7,"",37,"",0.01,"G",NA,"011000"
"157",26220,99999,2005,"1004",49.4,8,46.6,8,NA,0,NA,0,7.5,8,1.9,8,3.9,NA,62.6,"",37,"*",0,"G",NA,"011000"
"158",26220,99999,2005,"1005",42.7,8,40.2,8,NA,0,NA,0,6.5,8,0.2,8,1.9,NA,61.7,"",31.8,"",0,"G",NA,"011000"
"159",26220,99999,2005,"1006",46,8,44.9,8,NA,0,NA,0,6.9,8,0.5,8,1.9,NA,60.6,"",36,"",0,"G",NA,"010000"
"160",26220,99999,2005,"1007",50.1,8,48.3,8,NA,0,NA,0,5.9,7,2.2,8,3.9,NA,60.3,"*",37.2,"",0,"G",NA,"010000"
"161",26220,99999,2005,"1008",56.5,8,52.9,8,NA,0,NA,0,5.2,8,6.1,8,7.8,NA,66.4,"",47.7,"",0,"I",NA,"000000"
"162",26220,99999,2005,"1009",51.3,8,49.6,8,NA,0,NA,0,3.5,8,4.4,8,9.7,NA,61.3,"",40.6,"*",0,"G",NA,"010000"
"163",26220,99999,2005,"1010",47.9,8,47.7,8,NA,0,NA,0,2.7,8,2.2,8,5.8,NA,59.9,"",34.9,"",0.03,"G",NA,"010000"
"164",26220,99999,2005,"1011",53.5,8,49.6,8,NA,0,NA,0,5.1,8,4.4,8,9.7,NA,65.5,"",45.5,"",0,"G",NA,"010000"
"165",26220,99999,2005,"1012",51.6,8,49,8,NA,0,NA,0,3.1,8,3.9,8,7.8,NA,62.6,"",43.7,"*",0,"G",NA,"010000"
"166",26220,99999,2005,"1013",48.9,8,46.4,8,NA,0,NA,0,3.1,8,3.2,8,5.8,NA,60.8,"",37.2,"*",0,"G",NA,"011000"
"167",26220,99999,2005,"1014",47.3,8,46.9,8,NA,0,NA,0,3.4,8,1.9,8,3.9,NA,56.7,"",36.7,"",0,"G",NA,"010000"
"168",26220,99999,2005,"1015",38.5,8,32.7,8,NA,0,NA,0,22.1,8,2.9,8,5.8,NA,51.4,"",25.2,"",0,"G",NA,"000000"
